34.397856,132.4780248
34.3978925,132.4716639
34.3961275,132.4742121
34.3953058,132.4726054
34.3525022,132.4556136
34.3871989,132.4742563
34.3998656,132.4584708
34.3961386,132.4550356
34.3911122,132.4528737
34.3963577,132.4573852
34.3888108,132.4608111
34.3908438,132.4633048
34.3885021,132.4595263
34.4050574,132.4648739
34.3865976,132.4640407
34.3441459,132.4631278
34.3902694,132.485771
34.3606278,132.4138128
34.353153,132.4691577
34.3858641,132.4756202
34.3955863,132.4656246
34.400736,132.4615283
34.3897022,132.4540526
34.373592,132.455847
34.3997815,132.4663397
34.3626546,132.4691963
34.401324,132.4793699
34.3842787,132.4604671
34.3967605,132.4684158
34.39736,132.42786
34.391685,132.466805
34.3636325,132.4587098
34.393704,132.459654
34.3982,132.4805
34.39305,132.46663
34.410703,132.453299
34.377844,132.478722
34.38732,132.468622
34.402052,132.443758
34.39388,132.45807
34.394563,132.458327
34.389197,132.461882
34.406257,132.4633
34.378839,132.425369
34.394368,132.455941
34.392971,132.424594
34.382687,132.459338
34.391686,132.456174
34.3850699,132.4546317
34.39114,132.470991
34.395939,132.445788
34.391774,132.451
34.387657,132.455868
34.407527,132.460788
34.403655,132.469548
34.400452,132.4746855
34.387362,132.448596
34.389328,132.449144
34.388217,132.448586
34.36858,132.45136
34.37783,132.438643
34.385159,132.442607
34.3991,132.4735
34.352505,132.454553
34.394964,132.42656
34.373754,132.44789
34.373182,132.445762
34.397138,132.44087
34.405431,132.444614
34.3724245,132.4748891
34.393785,132.442096
34.388329,132.481478
34.394894,132.461306
34.3949229,132.4375116
34.3851049,132.431597
34.374738,132.423616
34.3834701,132.434918
34.3901442,132.4398488
34.4082265,132.4522837
34.3946133,132.4907968
34.3769,132.4588
34.398288,132.449479
34.3715,132.421
34.393607,132.444605
34.392094,132.497985
34.373945,132.464148
34.395384,132.48186
34.381942,132.439616
34.399442,132.447477
34.378503,132.482678
34.379337,132.486739
34.383214,132.444778
34.381603,132.448578
34.388971,132.417807
34.379961,132.469243
34.39907,132.463497
34.394094,132.434648
34.406361,132.448729
34.38753,132.449169
34.391726,132.468519
34.3967081,132.469937
34.395987,132.46861
34.396038,132.474776
34.3832188,132.4307028
34.39402,132.47399
34.39082,132.47958
34.37361,132.47173
